1597707827106480,5CD,00 00 00 00 00 00 00 00
1597707827109835,130,B4 80 7C 80 00 00 0C 6F
1597707827110076,140,58 7E 00 6E 20 00 0C D7
1597707827110312,251,3F 04 DF 8A 00 31 C8 7E
1597707827110478,164,00 08 06 E5 00 00 00 00
1597707827110680,2B0,67 00 00 07 9F EC 00 00
1597707827110915,386,6B 81 70 01 66 01 6D C1
1597707827111155,490,00 00 08 21 00 40 3C 96
1597707827111401,356,00 00 00 80 18 00 00 00
1597707827111615,366,24 8A 10 25 21 0B 01 00
1597707827111857,367,00 00 00 00 05 00 B1 12
1597707827112094,368,00 0C 11 00 02 8A 10 44
1597707827112342,44E,00 00 00 00 00 00 00 00
1597707827112594,520,00 00 00 00 00 00 00 00
1597707827112843,49F,7F FF 00 00 00 03 00 00
1597707827113093,572,00 00 00 00 00 00 00 00
1597707827113433,260,06 25 05 30 FF CF 6B 7A
1597707827114134,329,85 C5 7E 8C 31 2E 01 10
1597707827114673,38D,00 00 49 00 A8 7F FE 25
1597707827114921,483,13 00 00 00 00 00 00 00
1597707827115162,420,80 1E 00 C8 FC 4F 6A 00
1597707827115400,153,20 80 10 FF 00 FF 10 BE
1597707827115634,220,0B C4 79 00 00 59 10 58
1597707827115870,340,00 00 00 24 96 01 D5 30
1597707827116108,421,FE 07 00 FF E3 7F 00 25
1597707827116354,47F,00 EF FF FA 00 78 00 FC
1597707827116601,50A,0A 00 00 00 00 00 00 00
1597707827116843,389,00 00 00 20 00 00 95 00
1597707827119839,130,AC 80 70 80 00 00 0D DB
1597707827120078,140,C8 7E 00 6F 20 00 0D 4F
1597707827120244,164,00 08 08 43 00 00 00 00
1597707827120484,251,3C 04 E0 2F 00 2F C8 7E
1597707827120686,2B0,67 00 00 07 60 28 00 00
1597707827120933,356,00 00 00 80 18 00 00 00
1597707827121144,366,24 9E 10 25 21 0B 01 00
1597707827121385,367,00 00 00 00 05 00 A1 12
1597707827121625,368,00 0C 0D 00 02 8A 10 44
1597707827121869,381,80 70 41 00 00 F1 F5 05
1597707827122100,387,F9 C6 04 C6 00 8A 01 00
1597707827122340,394,00 60 00 00 E2 03 16 98
1597707827122520,453,00 88 90 00 9E 00 00 00
1597707827122756,470,15 41 01 04 54 50 54 51
1597707827123009,559,00 00 00 00 00 00 00 00
1597707827124079,260,06 24 05 30 FF CF 69 40
1597707827124323,391,00 00 00 00 00 00 06 4D
1597707827124487,4F1,00 1B 60 61 00 00 00 00
1597707827124715,329,85 C5 7E 8C 31 2E 01 10
1597707827125277,220,0E 24 79 00 00 59 10 6D
1597707827125518,153,20 80 10 FF 00 FF 20 CE
1597707827125759,340,00 00 00 24 A6 01 FD 30
1597707827129839,130,AC 80 34 80 00 00 0E D6
1597707827130073,140,64 7F 00 6E 20 00 0E C6
1597707827130239,164,00 08 0A 79 00 00 00 00
1597707827130472,251,39 04 E1 17 00 2C 88 7E
1597707827130674,2B0,67 00 00 07 71 F8 00 00
1597707827130904,386,6C C1 71 01 68 41 6B C1
1597707827131280,356,00 00 00 80 18 00 00 00
1597707827131494,366,24 A6 10 24 21 0B 01 00
1597707827131741,367,00 00 00 00 05 00 A7 12
1597707827131977,368,00 0C 08 00 02 9E 10 44
1597707827132149,436,00 00 00 04 00 00 00 00
1597707827132396,410,60 12 40 00 01 00 00 00
1597707827132630,260,06 24 05 30 FF CF 69 5F
1597707827133992,329,85 C5 7E 8C 31 2D 01 10
1597707827134680,38D,00 00 49 00 B0 7F FE 31
1597707827134914,420,90 1E 00 C8 FC 4F 6A 00
1597707827135152,421,FE 07 00 FF E3 7F 00 16
1597707827135389,153,20 80 10 FF 00 FF 30 DE
1597707827135623,220,0C E4 7A 00 00 55 10 76
1597707827135861,340,00 00 00 24 B6 01 E5 30
1597707827136105,389,00 00 00 20 00 00 86 00
1597707827136347,47F,00 F0 FF FA 00 78 00 2D
1597707827136596,484,3C 00 FC 3E 00 00 FC 3E
1597707827136768,485,02 00 00 00 00 00 00 00
1597707827137010,492,40 FE 0F 00 00 00 00 88
1597707827139855,130,B4 80 18 80 00 00 0F A3
1597707827140097,140,A8 7F 00 6F 20 00 0F 82
1597707827140265,164,00 08 0C 37 00 00 00 00
1597707827140497,251,35 04 E2 79 00 29 78 7E
1597707827140700,2B0,67 00 00 07 42 95 00 00
1597707827140945,356,00 00 00 80 18 00 00 00
1597707827141160,366,24 A6 10 24 21 0B 01 00
1597707827141402,367,00 00 00 00 05 00 B5 12
1597707827141642,368,00 0C 03 00 02 A6 10 44
1597707827141880,381,80 48 41 00 00 F2 17 05
1597707827142113,387,FC C9 07 C9 00 97 02 00
1597707827142353,394,00 80 00 00 E8 03 1E 98
1597707827142601,412,80 00 00 0C 10 00 00 00
1597707827142782,453,00 88 8F 00 B1 00 00 00
1597707827143016,470,15 41 05 04 54 50 54 55
1597707827143264,50E,00 00 00 20 0A 00 00 00
1597707827143508,48A,00 00 41 40 02 02 20 77
1597707827143742,260,06 24 04 30 FF CF 69 6F
1597707827143985,563,C0 03 00 00 00 00 01 01
1597707827144231,568,00 00 00 8C 80 00 00 00
1597707827144476,391,00 00 00 00 00 00 07 50
1597707827144704,329,D6 C5 7E 8C 31 2D 01 10
1597707827144866,4F1,20 1B 60 71 00 00 00 00
1597707827145112,58B,11 00 00 00 00 00 00 00
1597707827145352,153,20 80 10 FF 00 FF 40 EE
1597707827145588,220,05 64 7D 00 00 55 10 82
1597707827145827,340,00 00 00 24 C6 01 AD 30
1597707827146069,42D,00 00 00 00 00 D0 07 FA
1597707827146317,53E,00 00 00 00 08 85 00 00
1597707827149853,130,90 80 F0 7F 00 00 00 B2
1597707827150090,140,74 7F 00 6F 20 00 00 44
1597707827150258,164,00 08 0E 0D 00 00 00 00
1597707827150494,251,32 04 E3 E1 00 27 58 7E
1597707827150695,2B0,67 00 00 07 53 45 00 00
1597707827150925,386,6A 01 6B 41 66 01 6A C1
1597707827151401,356,00 00 00 80 18 00 00 00
1597707827151615,366,24 BC 10 24 21 0B 01 00
1597707827151858,367,00 00 00 00 05 00 C2 12
1597707827152098,368,00 0B 7E 00 02 A6 10 44
1597707827152342,4CB,80 0A 00 00 00 00 00 00
1597707827152590,53B,00 00 00 00 00 00 00 00
1597707827152840,5A6,00 00 00 00 00 00 00 00
1597707827153417,260,06 23 04 30 FF CF 67 71
1597707827154133,329,D6 C5 7E 8C 31 2D 01 10
1597707827154679,38D,00 00 49 00 B8 7F FE 3D
1597707827154913,420,A0 1E 00 C8 FC 4F 6A 00
1597707827155151,421,FE 07 00 FF E3 7F 00 07
1597707827155389,153,20 80 10 FF 00 FF 50 FE
1597707827155627,220,01 64 7E 00 00 59 10 95
1597707827155868,340,00 00 00 24 D6 01 B5 30
1597707827156110,389,00 00 00 20 00 00 77 00
1597707827156355,47F,00 F1 FF FA 00 78 00 6B
1597707827159865,130,AC 80 10 80 00 00 01 19
1597707827160105,140,60 7F 00 6F 20 00 01 89
1597707827160275,164,00 08 10 66 00 00 00 00
1597707827160510,251,2F 04 E4 02 00 25 48 7E
1597707827160713,2B0,67 00 00 07 24 4F 00 00
1597707827160959,356,00 00 00 80 18 00 00 00
1597707827161172,366,23 C2 10 23 21 0B 01 00
1597707827161412,367,00 00 00 00 05 00 C5 12
1597707827161650,368,00 0B 79 00 02 BC 10 44
1597707827161890,381,80 28 41 00 00 F3 23 05
1597707827162127,387,00 CC 0A CC 00 A5 03 00
1597707827162367,394,00 A0 00 00 DF 03 16 98
1597707827162550,453,00 88 90 00 BE 00 00 00
1597707827162784,470,15 41 01 04 54 50 54 59
1597707827163022,490,00 00 08 21 00 50 3C 22
1597707827163254,495,00 00 61 0A 1D 02 87 6E
1597707827163503,4A9,00 00 00 00 00 00 00 00
1597707827163747,500,01 07 00 00 0C 00 0D 4E
1597707827163997,53F,00 00 00 00 00 00 00 00
1597707827164225,329,D6 C5 7E 8C 31 2D 01 10
1597707827164458,260,06 23 04 30 FF CF 67 44
1597707827164706,391,00 00 00 00 00 00 08 EB
1597707827164870,4F1,20 1B 60 81 00 00 00 00
1597707827165292,220,FC A3 7D 00 00 47 10 AA
1597707827165530,153,20 80 10 FF 00 FF 60 0E
1597707827165767,340,00 00 00 24 E6 01 9D 30
1597707827169865,130,A4 80 28 80 00 00 02 B4
1597707827170100,140,78 7F 00 6E 20 00 02 58
1597707827170266,164,00 08 12 5C 00 00 00 00
1597707827170501,251,2C 04 E5 9A 00 22 28 7E
1597707827170705,2B0,66 00 00 07 25 38 00 00
1597707827170935,386,6A 41 6B 41 68 41 6A C1
1597707827171209,356,00 00 00 80 1F 00 00 00
1597707827171421,366,23 C2 10 23 21 0B 01 00
1597707827171666,367,00 00 00 00 05 00 C1 12
1597707827171907,368,00 0B 76 00 02 C2 10 44
1597707827172150,479,4A 00 00 00 00 00 00 00
1597707827172627,260,06 23 04 30 FF CF 67 53
1597707827174007,329,D6 C5 7E 8C 31 2E 01 10
1597707827174685,38D,00 00 49 00 C0 7F FE 79
1597707827174917,420,B0 1E 00 C8 FC 4F 6A 00
1597707827175157,421,FE 07 00 FF E3 7F 00 F8
1597707827175395,153,20 80 10 FF 00 FF 70 1E
1597707827175635,220,00 44 7D 00 00 55 10 BF
1597707827175874,340,00 00 00 24 F6 01 85 30
1597707827176120,389,00 00 00 20 00 00 68 00
1597707827176362,47F,00 F2 FF FA 00 78 00 A1
1597707827179879,130,A0 80 14 80 00 00 03 2D
1597707827180120,140,50 7F 00 6E 20 00 03 F8
1597707827180288,164,00 08 14 12 00 00 00 00
1597707827180523,251,28 04 E6 E4 00 1F E8 7D
1597707827180725,2B0,66 00 00 07 16 55 00 00
1597707827180973,356,00 00 00 80 1F 00 00 00
1597707827181188,366,23 D0 10 23 21 0B 01 00
1597707827181431,367,00 00 00 00 05 00 CE 12
1597707827181670,368,00 0B 74 00 02 C2 10 44
1597707827181912,381,80 F8 40 00 00 F4 54 05
1597707827182143,387,03 CF 0D CF 00 B2 04 00
1597707827182381,394,00 C0 00 00 E4 03 1E 98
1597707827182614,260,06 22 04 30 FF CF 63 67
1597707827182786,436,00 00 00 04 00 00 00 00
1597707827182966,453,00 88 8F 00 D1 00 00 00
1597707827183200,470,15 41 05 04 50 51 54 9D
1597707827183444,541,03 04 41 80 C0 00 00 04
1597707827183922,329,D6 C5 7E 8C 31 2D 01 10
1597707827184227,391,00 00 00 00 00 00 09 F6
1597707827184393,4F1,00 1B 60 91 00 00 00 00
1597707827185309,220,03 A4 7D 00 00 51 10 CC
1597707827185545,153,20 80 10 FF 00 FF 80 2E
1597707827185789,340,00 00 00 24 06 01 0D 30
1597707827185960,485,02 00 00 00 00 00 00 00
1597707827186651,492,40 FE 0F 00 00 00 00 4C
1597707827189904,130,9C 80 44 80 00 00 04 62
1597707827190120,140,40 7F 00 6E 20 00 04 12
1597707827190285,164,00 08 16 28 00 00 00 00
1597707827190519,251,23 04 E7 7C 00 1B D8 7D
1597707827190719,2B0,65 00 00 07 37 71 00 00
1597707827190953,386,6C 81 70 41 68 01 68 81
1597707827191168,366,22 E0 10 22 21 0B 01 00
1597707827191415,356,00 00 00 80 1F 00 00 00
1597707827191656,367,00 00 00 00 05 00 DB 12
1597707827191897,368,00 0B 71 00 02 D0 10 44
1597707827193358,260,06 22 03 30 FF D0 63 75
1597707827193596,48A,00 00 61 40 02 02 20 B6
1597707827194029,329,D6 C5 7E 8C 31 2D 01 10
1597707827194555,58B,11 00 00 00 00 00 00 00
1597707827194794,38D,00 00 49 00 C8 7F FE 75
1597707827195030,420,C0 1E 00 C8 FC 4F 6A 00
1597707827195266,421,FE 07 00 FF E3 7F 00 E9
1597707827195506,153,20 80 10 FF 00 FF 90 3E
1597707827195746,220,01 04 7D 00 00 4F 10 D8
1597707827195986,340,00 00 00 24 16 01 15 30
1597707827196228,389,00 00 00 20 00 00 59 00
1597707827196475,47F,00 F3 FF FA 00 78 00 E7
1597707827199887,130,98 80 84 80 00 00 05 AA
1597707827200122,140,48 7F 00 6E 20 00 05 DD
1597707827200290,164,00 08 18 8E 00 00 00 00
1597707827200526,251,1E 04 E8 11 00 17 A8 7D
1597707827200731,2B0,65 00 00 07 C8 B5 00 00
1597707827200978,356,00 00 00 80 1F 00 00 00
1597707827201193,366,22 E0 10 22 21 0B 01 00
1597707827201435,367,00 00 00 00 05 00 E9 12
1597707827201706,368,00 0B 71 00 02 E0 10 44
1597707827201913,381,80 B8 40 00 00 F5 48 05
1597707827202146,387,06 D2 10 D2 00 BF 05 00
1597707827202386,394,00 E0 00 00 EA 03 16 98
1597707827202620,260,06 22 03 30 FF D0 63 48
1597707827202800,453,00 88 90 00 DE 00 00 00
1597707827203035,470,15 01 04 04 54 50 54 61
1597707827203951,329,0F C5 7E 8C 31 2D 01 10
1597707827204223,391,00 00 00 00 00 00 0A D1
1597707827204385,4F1,C0 1A 60 A1 00 00 00 00
1597707827204625,50C,00 0E 00 07 06 10 00 B2
1597707827204868,52A,0D 00 00 00 02 00 0D A6
1597707827205300,220,07 C4 7C 00 00 4D 10 ED
1597707827205538,153,20 80 10 FF 00 FF A0 4E
1597707827205778,340,00 00 00 24 26 01 3D 30
1597707827206025,484,00 00 FC 3E 00 00 FC 3E
1597707827206197,507,00 00 00 01 00 00 00 00
1597707827209892,130,8C 80 6C 80 00 00 06 57
1597707827210130,140,1C 7F 00 6F 20 00 06 69
1597707827210296,164,00 08 1A B4 00 00 00 00
1597707827210528,251,1A 04 E9 A5 00 15 B8 7D
1597707827210730,2B0,65 00 00 07 D9 65 00 00
1597707827210964,386,6B C1 6F 41 69 81 6A C1
1597707827211203,490,00 00 08 21 00 60 3C E3
1597707827211451,356,00 00 00 80 1F 00 00 00
1597707827211665,366,22 FE 10 22 21 0B 01 00
1597707827211908,367,00 00 00 00 05 00 EA 12
1597707827212148,368,00 0B 72 00 02 E0 10 44
1597707827212400,520,00 00 00 00 00 00 00 00
1597707827213370,260,06 21 03 30 FF D0 61 5A
1597707827214048,329,0F C5 7E 8C 31 2D 01 10
1597707827214690,38D,00 00 49 00 D0 7F FE 61
1597707827214923,420,D0 1E 00 C8 FC 4F 6A 00
1597707827215159,421,FE 07 00 FF E3 7F 00 DA
1597707827215399,153,20 80 10 FF 00 FF B0 5E
1597707827215640,220,0F E4 7C 00 00 4B 10 F3
1597707827215878,340,00 00 00 24 36 01 25 30
1597707827216122,389,00 00 00 20 00 00 4A 00
1597707827216364,47F,00 F4 FF FA 00 78 00 28
1597707827219905,130,7C 80 94 80 00 00 07 07
1597707827220140,140,A8 7E 00 6E 20 00 07 B1
1597707827220309,164,00 08 1C FA 00 00 00 00
1597707827220543,251,1A 04 EA BF 00 14 C8 7D
1597707827220745,2B0,64 00 00 07 FA AF 00 00
1597707827220994,356,00 00 00 80 1F 00 00 00
1597707827221208,366,21 02 11 21 21 0B 01 00
1597707827221448,367,00 00 00 00 05 00 E1 12
1597707827221707,368,00 0B 74 00 02 FE 10 44
1597707827221932,381,80 A0 40 00 00 F6 82 05
1597707827222163,387,09 D5 13 D5 00 CC 06 00
1597707827222403,394,00 00 00 00 ED 03 11 98
1597707827222581,453,00 88 8F 00 F1 00 00 00
1597707827222816,470,15 41 01 04 54 50 54 65
1597707827223458,260,06 21 03 30 FF D0 61 69
1597707827224204,391,00 00 00 00 00 00 0B CC
1597707827224436,329,0F C5 7E 8C 31 2D 01 10
1597707827224598,4F1,E0 1A 60 B1 00 00 00 00
1597707827225297,220,0C 44 7C 00 00 45 10 08
1597707827225537,153,20 80 10 FF 00 FF C0 6E
1597707827225775,340,00 00 00 24 46 01 6D 30
1597707827229908,130,7C 80 AC 80 00 00 08 E4
1597707827230146,140,8C 7E 00 6E 20 00 08 0C
1597707827230316,164,00 08 1E C0 00 00 00 00
1597707827230553,251,1D 04 EB E8 00 16 18 7E
1597707827230756,2B0,64 00 00 07 EB 7F 00 00
1597707827230989,386,6A 01 6C 81 67 01 69 C1
1597707827231201,366,21 0C 11 21 21 0B 01 00
1597707827231449,356,00 00 00 80 1F 00 00 00
1597707827231708,367,00 00 00 00 05 00 E3 12
1597707827231929,368,00 0B 76 00 02 02 11 44
1597707827232100,436,00 00 00 04 00 00 00 00
1597707827234119,260,06 21 03 30 FF D0 61 78
1597707827234690,38D,00 00 49 00 D8 7F FE 6D
1597707827234922,329,0F C5 7E 8C 31 2D 01 10
1597707827235157,420,E0 1E 00 C8 FC 4F 6A 00
1597707827235399,153,20 80 10 FF 00 FF D0 7E
1597707827235635,220,11 64 7A 00 00 3D 10 15
1597707827235878,340,00 00 00 24 56 01 75 30
1597707827236114,421,FE 07 00 FF E3 7F 00 CB
1597707827236360,389,00 00 00 20 00 00 3B 00
1597707827236604,47F,00 F5 FF FA 00 78 00 6E
1597707827236776,485,02 00 00 00 00 00 00 00
1597707827237023,492,40 FE 0F 00 00 00 00 00
1597707827239915,130,80 80 A0 80 00 00 09 29
1597707827240155,140,C0 7E 00 6E 20 00 09 74
1597707827240325,164,00 08 00 AB 00 00 00 00
1597707827240565,251,20 04 EC 20 00 19 38 7E
1597707827240768,2B0,63 00 00 07 EC 27 00 00
1597707827241016,356,00 00 00 80 1F 00 00 00
1597707827241226,366,21 0E 11 21 21 0B 01 00
1597707827241466,367,00 00 00 00 05 00 E5 12
1597707827241739,368,00 0B 78 00 02 0C 11 44
1597707827241947,381,80 C8 40 00 00 F7 BC 05
1597707827242183,387,0D D8 16 D9 00 DB 07 00
1597707827242426,394,00 20 00 00 E8 03 14 98
1597707827242660,260,06 21 03 30 FF D0 61 4B
1597707827242844,453,00 88 90 00 FE 00 00 00
1597707827243078,470,15 41 05 04 54 50 54 69
1597707827243318,48A,00 00 81 40 02 02 20 CB
1597707827243565,568,00 00 00 8D 80 00 00 00
1597707827243949,329,0F C5 7E 8C 31 2D 01 10
1597707827244279,391,00 00 00 00 00 00 0C 9F
1597707827244443,4F1,C0 1A 60 C1 00 00 00 00
1597707827244685,52A,0D 00 00 00 02 00 0D A6
1597707827244932,58B,11 00 00 00 00 00 00 00
1597707827245302,220,14 04 7A 00 00 3D 10 26
1597707827245542,153,20 80 10 FF 00 FF E0 8E
1597707827245778,340,00 00 00 24 66 01 5D 30
1597707827246020,42D,00 00 00 00 00 D0 07 FA
1597707827246269,53E,00 00 00 00 08 85 00 00
1597707827247017,593,00 00 FF FF FF FF 00 00
1597707827249917,130,7C 80 DC 80 00 00 0A 6E
1597707827250157,140,2C 7F 00 6E 20 00 0A BE
1597707827250323,164,00 08 02 91 00 00 00 00
1597707827250562,251,1F 04 ED 3A 00 18 18 7E
1597707827250766,2B0,62 00 00 07 ED 50 00 00
1597707827250996,386,6A 41 6D 81 66 01 6A C1
1597707827251591,356,00 00 00 80 1F 00 00 00
1597707827251805,366,21 0E 11 21 21 0B 01 00
1597707827252043,367,00 00 00 00 05 00 E4 12
1597707827252279,368,00 0B 7B 00 02 0E 11 44
1597707827253505,260,06 20 02 30 FF D0 61 5C
1597707827254168,329,0F C5 7E 8C 31 2D 01 10
1597707827254694,38D,00 00 49 00 E0 7F FE 49
1597707827254928,420,F0 1E 00 C8 FC 4F 6A 00
1597707827255164,421,FE 07 00 FF E3 7F 00 BC
1597707827255405,153,20 80 10 FF 00 FF 00 AE
1597707827255641,220,12 C4 7A 00 00 3F 10 36
1597707827255877,340,00 00 00 24 76 01 45 30
1597707827256123,389,00 00 00 20 00 00 2C 00
1597707827256365,47F,00 F6 FF FA 00 78 00 A4
1597707827259930,130,7C 80 F0 80 00 00 0B 70
1597707827260168,140,90 7F 00 6E 20 00 0B 6F
1597707827260336,164,00 08 04 DF 00 00 00 00
1597707827260575,251,1C 04 EE 1B 00 16 F8 7D
1597707827260781,2B0,62 00 01 07 CE 7F 00 00
1597707827261029,356,00 00 00 80 1F 00 00 00
1597707827261243,366,21 18 11 20 21 0B 01 00
1597707827261487,367,00 00 00 00 05 00 D4 12
1597707827261760,368,00 0B 7D 00 02 0E 11 44
1597707827261973,381,80 B0 40 00 00 F8 79 05
1597707827262206,387,0F DB 19 DC 00 E7 08 00
1597707827262446,394,00 40 00 00 EB 03 1F 98
1597707827262626,453,00 88 8F 00 11 00 00 00
1597707827262861,470,15 41 01 04 54 50 54 AD
1597707827263103,490,00 00 08 21 00 70 3C 57
1597707827263335,495,00 00 61 0A 1D 02 87 6E
1597707827263573,260,06 20 02 30 FF D0 5F 6E
1597707827263818,500,01 07 00 00 0C 00 0E 69
1597707827264168,391,00 00 00 00 00 00 0D 82
1597707827264398,329,4A C5 7E 8C 31 2C 01 10
1597707827264561,4F1,E0 1A 60 D1 00 00 00 00
1597707827265299,220,1A 84 7C 00 00 3D 10 4E
1597707827265537,153,20 80 10 FF 00 FF 10 BE
1597707827265776,340,00 00 00 24 86 01 CD 30
