Timestamp,Arbitration_ID,DLC,Data,Class
1597707827.144704,329,8,D6 C5 7E 8C 31 2D 01 10,Normal
1597707827.144866,4F1,4,20 1B 60 71,Normal
1597707827.145112,58B,8,11 00 00 00 00 00 00 00,Normal
1597707827.145352,153,8,20 80 10 FF 00 FF 40 EE,Normal
1597707827.145588,220,8,05 64 7D 00 00 55 10 82,Normal
1597707827.145827,340,8,00 00 00 24 C6 01 AD 30,Normal
1597707827.146069,42D,8,00 00 00 00 00 D0 07 FA,Normal
1597707827.146317,53E,8,00 00 00 00 08 85 00 00,Normal
1597707827.149853,130,8,90 80 F0 7F 00 00 00 B2,Normal
1597707827.15009,140,8,74 7F 00 6F 20 00 00 44,Normal
1597707827.150258,164,4,00 08 0E 0D,Normal
1597707827.150494,251,8,32 04 E3 E1 00 27 58 7E,Normal
1597707827.150695,2B0,6,67 00 00 07 53 45,Normal
1597707827.150925,386,8,6A 01 6B 41 66 01 6A C1,Normal
1597707827.151401,356,8,00 00 00 80 18 00 00 00,Normal
1597707827.151615,366,7,24 BC 10 24 21 0B 01,Normal
1597707827.151858,367,8,00 00 00 00 05 00 C2 12,Normal
1597707827.152098,368,8,00 0B 7E 00 02 A6 10 44,Normal
1597707827.152342,4CB,8,80 0A 00 00 00 00 00 00,Normal
1597707827.15259,53B,8,00 00 00 00 00 00 00 00,Normal
1597707827.15284,5A6,8,00 00 00 00 00 00 00 00,Normal
1597707827.153417,260,8,06 23 04 30 FF CF 67 71,Normal
1597707827.154133,329,8,D6 C5 7E 8C 31 2D 01 10,Normal
1597707827.154679,38D,8,00 00 49 00 B8 7F FE 3D,Normal
1597707827.154913,420,8,A0 1E 00 C8 FC 4F 6A 00,Normal
1597707827.155151,421,8,FE 07 00 FF E3 7F 00 07,Normal
1597707827.155389,153,8,20 80 10 FF 00 FF 50 FE,Normal
1597707827.155627,220,8,01 64 7E 00 00 59 10 95,Normal
1597707827.155868,340,8,00 00 00 24 D6 01 B5 30,Normal
1597707827.15611,389,8,00 00 00 20 00 00 77 00,Normal
1597707827.156355,47F,8,00 F1 FF FA 00 78 00 6B,Normal
1597707827.159865,130,8,AC 80 10 80 00 00 01 19,Normal
1597707827.160105,140,8,60 7F 00 6F 20 00 01 89,Normal
1597707827.160275,164,4,00 08 10 66,Normal
1597707827.16051,251,8,2F 04 E4 02 00 25 48 7E,Normal
1597707827.160713,2B0,6,67 00 00 07 24 4F,Normal
1597707827.160959,356,8,00 00 00 80 18 00 00 00,Normal
1597707827.161172,366,7,23 C2 10 23 21 0B 01,Normal
1597707827.161412,367,8,00 00 00 00 05 00 C5 12,Normal
1597707827.16165,368,8,00 0B 79 00 02 BC 10 44,Normal
1597707827.16189,381,8,80 28 41 00 00 F3 23 05,Normal
1597707827.162127,387,8,00 CC 0A CC 00 A5 03 00,Normal
1597707827.162367,394,8,00 A0 00 00 DF 03 16 98,Normal
1597707827.16255,453,5,00 88 90 00 BE,Normal
1597707827.162784,470,8,15 41 01 04 54 50 54 59,Normal
1597707827.163022,490,8,00 00 08 21 00 50 3C 22,Normal
1597707827.163254,495,8,00 00 61 0A 1D 02 87 6E,Normal
1597707827.163503,4A9,8,00 00 00 00 00 00 00 00,Normal
1597707827.163747,500,8,01 07 00 00 0C 00 0D 4E,Normal
1597707827.163997,53F,8,00 00 00 00 00 00 00 00,Normal
1597707827.164225,329,8,D6 C5 7E 8C 31 2D 01 10,Normal
1597707827.164458,260,8,06 23 04 30 FF CF 67 44,Normal
1597707827.164706,391,8,00 00 00 00 00 00 08 EB,Normal
1597707827.16487,4F1,4,20 1B 60 81,Normal
1597707827.165292,220,8,FC A3 7D 00 00 47 10 AA,Normal
1597707827.16553,153,8,20 80 10 FF 00 FF 60 0E,Normal
1597707827.165767,340,8,00 00 00 24 E6 01 9D 30,Normal
1597707827.169865,130,8,A4 80 28 80 00 00 02 B4,Normal
1597707827.1701,140,8,78 7F 00 6E 20 00 02 58,Normal
1597707827.170266,164,4,00 08 12 5C,Normal
1597707827.170501,251,8,2C 04 E5 9A 00 22 28 7E,Normal
1597707827.170705,2B0,6,66 00 00 07 25 38,Normal
1597707827.170935,386,8,6A 41 6B 41 68 41 6A C1,Normal
1597707827.171209,356,8,00 00 00 80 1F 00 00 00,Normal
1597707827.171421,366,7,23 C2 10 23 21 0B 01,Normal
1597707827.171666,367,8,00 00 00 00 05 00 C1 12,Normal
1597707827.171907,368,8,00 0B 76 00 02 C2 10 44,Normal
1597707827.17215,479,8,4A 00 00 00 00 00 00 00,Normal
1597707827.172627,260,8,06 23 04 30 FF CF 67 53,Normal
1597707827.174007,329,8,D6 C5 7E 8C 31 2E 01 10,Normal
1597707827.174685,38D,8,00 00 49 00 C0 7F FE 79,Normal
1597707827.174917,420,8,B0 1E 00 C8 FC 4F 6A 00,Normal
1597707827.175157,421,8,FE 07 00 FF E3 7F 00 F8,Normal
1597707827.175395,153,8,20 80 10 FF 00 FF 70 1E,Normal
1597707827.175635,220,8,00 44 7D 00 00 55 10 BF,Normal
1597707827.175874,340,8,00 00 00 24 F6 01 85 30,Normal
1597707827.17612,389,8,00 00 00 20 00 00 68 00,Normal
1597707827.176362,47F,8,00 F2 FF FA 00 78 00 A1,Normal
1597707827.179879,130,8,A0 80 14 80 00 00 03 2D,Normal
1597707827.18012,140,8,50 7F 00 6E 20 00 03 F8,Normal
1597707827.180288,164,4,00 08 14 12,Normal
1597707827.180523,251,8,28 04 E6 E4 00 1F E8 7D,Normal
1597707827.180725,2B0,6,66 00 00 07 16 55,Normal
1597707827.180973,356,8,00 00 00 80 1F 00 00 00,Normal
1597707827.181188,366,7,23 D0 10 23 21 0B 01,Normal
1597707827.181431,367,8,00 00 00 00 05 00 CE 12,Normal
1597707827.18167,368,8,00 0B 74 00 02 C2 10 44,Normal
1597707827.181912,381,8,80 F8 40 00 00 F4 54 05,Normal
1597707827.182143,387,8,03 CF 0D CF 00 B2 04 00,Normal
1597707827.182381,394,8,00 C0 00 00 E4 03 1E 98,Normal
1597707827.182614,260,8,06 22 04 30 FF CF 63 67,Normal
1597707827.182786,436,4,00 00 00 04,Normal
1597707827.182966,453,5,00 88 8F 00 D1,Normal
1597707827.1832,470,8,15 41 05 04 50 51 54 9D,Normal
1597707827.183444,541,8,03 04 41 80 C0 00 00 04,Normal
1597707827.183922,329,8,D6 C5 7E 8C 31 2D 01 10,Normal
1597707827.184227,391,8,00 00 00 00 00 00 09 F6,Normal
1597707827.184393,4F1,4,00 1B 60 91,Normal
1597707827.185309,220,8,03 A4 7D 00 00 51 10 CC,Normal
1597707827.185545,153,8,20 80 10 FF 00 FF 80 2E,Normal
1597707827.185789,340,8,00 00 00 24 06 01 0D 30,Normal
1597707827.18596,485,4,02 00 00 00,Normal
1597707827.186651,492,8,40 FE 0F 00 00 00 00 4C,Normal
1597707827.189904,130,8,9C 80 44 80 00 00 04 62,Normal
1597707827.19012,140,8,40 7F 00 6E 20 00 04 12,Normal
1597707827.190285,164,4,00 08 16 28,Normal
1597707827.190519,251,8,23 04 E7 7C 00 1B D8 7D,Normal
1597707827.190719,2B0,6,65 00 00 07 37 71,Normal
1597707827.190953,386,8,6C 81 70 41 68 01 68 81,Normal
1597707827.191168,366,7,22 E0 10 22 21 0B 01,Normal
1597707827.191415,356,8,00 00 00 80 1F 00 00 00,Normal
1597707827.191656,367,8,00 00 00 00 05 00 DB 12,Normal
1597707827.191897,368,8,00 0B 71 00 02 D0 10 44,Normal
1597707827.193358,260,8,06 22 03 30 FF D0 63 75,Normal
1597707827.193596,48A,8,00 00 61 40 02 02 20 B6,Normal
1597707827.194029,329,8,D6 C5 7E 8C 31 2D 01 10,Normal
1597707827.194555,58B,8,11 00 00 00 00 00 00 00,Normal
1597707827.194794,38D,8,00 00 49 00 C8 7F FE 75,Normal
1597707827.19503,420,8,C0 1E 00 C8 FC 4F 6A 00,Normal
1597707827.195266,421,8,FE 07 00 FF E3 7F 00 E9,Normal
1597707827.195506,153,8,20 80 10 FF 00 FF 90 3E,Normal
1597707827.195746,220,8,01 04 7D 00 00 4F 10 D8,Normal
1597707827.195986,340,8,00 00 00 24 16 01 15 30,Normal
1597707827.196228,389,8,00 00 00 20 00 00 59 00,Normal
1597707827.196475,47F,8,00 F3 FF FA 00 78 00 E7,Normal
1597707827.199887,130,8,98 80 84 80 00 00 05 AA,Normal
1597707827.200122,140,8,48 7F 00 6E 20 00 05 DD,Normal
1597707827.20029,164,4,00 08 18 8E,Normal
1597707827.200526,251,8,1E 04 E8 11 00 17 A8 7D,Normal
1597707827.200731,2B0,6,65 00 00 07 C8 B5,Normal
1597707827.200978,356,8,00 00 00 80 1F 00 00 00,Normal
1597707827.201193,366,7,22 E0 10 22 21 0B 01,Normal
1597707827.201435,367,8,00 00 00 00 05 00 E9 12,Normal
1597707827.201706,368,8,00 0B 71 00 02 E0 10 44,Normal
1597707827.201913,381,8,80 B8 40 00 00 F5 48 05,Normal
1597707827.202146,387,8,06 D2 10 D2 00 BF 05 00,Normal
1597707827.202386,394,8,00 E0 00 00 EA 03 16 98,Normal
1597707827.20262,260,8,06 22 03 30 FF D0 63 48,Normal
1597707827.2028,453,5,00 88 90 00 DE,Normal
1597707827.203035,470,8,15 01 04 04 54 50 54 61,Normal
1597707827.203951,329,8,0F C5 7E 8C 31 2D 01 10,Normal
1597707827.204223,391,8,00 00 00 00 00 00 0A D1,Normal
1597707827.204385,4F1,4,C0 1A 60 A1,Normal
1597707827.204625,50C,8,00 0E 00 07 06 10 00 B2,Normal
1597707827.204868,52A,8,0D 00 00 00 02 00 0D A6,Normal
1597707827.2053,220,8,07 C4 7C 00 00 4D 10 ED,Normal
1597707827.205538,153,8,20 80 10 FF 00 FF A0 4E,Normal
1597707827.205778,340,8,00 00 00 24 26 01 3D 30,Normal
1597707827.206025,484,8,00 00 FC 3E 00 00 FC 3E,Normal
1597707827.206197,507,4,00 00 00 01,Normal
1597707827.209892,130,8,8C 80 6C 80 00 00 06 57,Normal
1597707827.21013,140,8,1C 7F 00 6F 20 00 06 69,Normal
1597707827.210296,164,4,00 08 1A B4,Normal
1597707827.210528,251,8,1A 04 E9 A5 00 15 B8 7D,Normal
1597707827.21073,2B0,6,65 00 00 07 D9 65,Normal
1597707827.210964,386,8,6B C1 6F 41 69 81 6A C1,Normal
1597707827.211203,490,8,00 00 08 21 00 60 3C E3,Normal
1597707827.211451,356,8,00 00 00 80 1F 00 00 00,Normal
1597707827.211665,366,7,22 FE 10 22 21 0B 01,Normal
1597707827.211908,367,8,00 00 00 00 05 00 EA 12,Normal
1597707827.212148,368,8,00 0B 72 00 02 E0 10 44,Normal
1597707827.2124,520,8,00 00 00 00 00 00 00 00,Normal
1597707827.21337,260,8,06 21 03 30 FF D0 61 5A,Normal
1597707827.214048,329,8,0F C5 7E 8C 31 2D 01 10,Normal
1597707827.21469,38D,8,00 00 49 00 D0 7F FE 61,Normal
1597707827.214923,420,8,D0 1E 00 C8 FC 4F 6A 00,Normal
1597707827.215159,421,8,FE 07 00 FF E3 7F 00 DA,Normal
1597707827.215399,153,8,20 80 10 FF 00 FF B0 5E,Normal
1597707827.21564,220,8,0F E4 7C 00 00 4B 10 F3,Normal
1597707827.215878,340,8,00 00 00 24 36 01 25 30,Normal
1597707827.216122,389,8,00 00 00 20 00 00 4A 00,Normal
1597707827.216364,47F,8,00 F4 FF FA 00 78 00 28,Normal
1597707827.219905,130,8,7C 80 94 80 00 00 07 07,Normal
1597707827.22014,140,8,A8 7E 00 6E 20 00 07 B1,Normal
1597707827.220309,164,4,00 08 1C FA,Normal
1597707827.220543,251,8,1A 04 EA BF 00 14 C8 7D,Normal
1597707827.220745,2B0,6,64 00 00 07 FA AF,Normal
1597707827.220994,356,8,00 00 00 80 1F 00 00 00,Normal
1597707827.221208,366,7,21 02 11 21 21 0B 01,Normal
1597707827.221448,367,8,00 00 00 00 05 00 E1 12,Normal
1597707827.221707,368,8,00 0B 74 00 02 FE 10 44,Normal
1597707827.221932,381,8,80 A0 40 00 00 F6 82 05,Normal
1597707827.222163,387,8,09 D5 13 D5 00 CC 06 00,Normal
1597707827.222403,394,8,00 00 00 00 ED 03 11 98,Normal
1597707827.222581,453,5,00 88 8F 00 F1,Normal
1597707827.222816,470,8,15 41 01 04 54 50 54 65,Normal
1597707827.223458,260,8,06 21 03 30 FF D0 61 69,Normal
1597707827.224204,391,8,00 00 00 00 00 00 0B CC,Normal
1597707827.224436,329,8,0F C5 7E 8C 31 2D 01 10,Normal
1597707827.224598,4F1,4,E0 1A 60 B1,Normal
1597707827.225297,220,8,0C 44 7C 00 00 45 10 08,Normal
1597707827.225537,153,8,20 80 10 FF 00 FF C0 6E,Normal
1597707827.225775,340,8,00 00 00 24 46 01 6D 30,Normal
1597707827.229908,130,8,7C 80 AC 80 00 00 08 E4,Normal
